empleados_id,satisfaccion,evaluacion,numero_proyecto,horas_mensuales,antiguedad_empresa,accidentes,promocionado,departamento,nivel_salario,abandono
11624,0.66,0.95,5,192,7,0,0,ventas,intermedio,No
11625,0.77,0.48,5,262,7,0,0,IT,intermedio,No
11626,0.68,0.97,3,250,3,1,0,producto,intermedio,No
11627,0.34,0.46,3,155,10,0,0,producto,intermedio,No
11628,0.97,0.64,4,238,10,1,0,producto,intermedio,No
11629,0.57,0.75,4,249,10,0,0,producto,intermedio,No
11630,0.66,0.65,3,272,10,0,0,IT,intermedio,No
11631,0.68,0.67,4,162,10,0,0,gerencia,alto,No
11632,0.49,0.78,4,254,10,0,0,gerencia,alto,No
11633,0.72,0.66,4,184,3,0,0,gerencia,alto,No
11634,0.77,0.89,4,269,10,0,0,gerencia,alto,No
11635,0.77,0.73,3,201,10,0,0,gerencia,alto,No
11636,0.59,0.73,4,247,10,0,0,gerencia,alto,No
11637,0.41,0.67,6,221,10,0,0,marketing,intermedio,No
11638,0.94,0.64,5,247,10,0,0,ventas,intermedio,No
11639,0.91,0.61,4,135,10,0,0,contabilidad,intermedio,No
11640,0.7,0.84,3,260,4,1,0,soporte,intermedio,No
11641,0.51,0.52,3,188,3,0,0,tecnico,alto,No
11642,0.22,0.7,4,159,5,0,0,gerencia,bajo,No
11643,0.69,0.65,3,153,2,0,0,marketing,intermedio,No
11644,0.2,0.68,5,167,7,0,0,marketing,intermedio,No
11645,0.9,0.85,3,158,7,0,0,marketing,intermedio,No
11646,0.76,0.85,3,180,7,0,0,ventas,intermedio,No
11647,0.88,0.51,3,211,7,0,0,ventas,intermedio,No
11648,0.31,0.63,4,104,7,1,0,ventas,intermedio,No
11649,0.17,0.66,6,174,3,0,0,ventas,intermedio,No
11650,0.91,0.77,3,195,7,0,0,ventas,intermedio,No
11651,0.97,0.38,5,211,7,1,0,ventas,intermedio,No
11652,0.61,0.77,5,232,7,0,0,ventas,intermedio,No
11653,0.74,0.67,5,216,3,0,0,ventas,bajo,No
11654,0.65,0.82,5,265,3,0,0,IT,bajo,No
11655,0.87,0.73,5,184,3,0,0,producto,bajo,No
11656,0.56,0.71,5,244,3,0,0,producto,bajo,No
11657,0.78,0.69,4,202,3,0,0,producto,bajo,No
11658,0.73,0.57,3,146,2,0,0,producto,bajo,No
11659,0.66,0.78,4,161,6,0,0,IT,bajo,No
11660,0.15,0.81,5,280,3,1,0,laboratorio,alto,No
11661,0.52,0.69,5,208,8,1,0,laboratorio,bajo,No
11662,0.44,0.66,6,134,8,0,0,laboratorio,alto,No
11663,0.7,0.7,3,162,8,0,0,laboratorio,alto,No
11664,0.63,0.52,5,209,8,1,0,laboratorio,bajo,No
11665,0.89,0.59,3,265,8,0,0,laboratorio,bajo,No
11666,0.96,0.85,4,173,3,0,0,marketing,alto,No
11667,0.98,0.99,4,261,10,1,0,ventas,bajo,No
11668,0.62,0.82,3,204,10,0,0,contabilidad,intermedio,No
11669,0.62,0.73,3,144,10,1,0,soporte,alto,No
11670,0.69,0.43,5,113,8,0,0,tecnico,intermedio,No
11671,0.5,0.91,4,144,8,0,0,gerencia,intermedio,No
11672,0.71,0.93,5,140,8,0,0,marketing,intermedio,No
11673,0.5,0.68,3,245,4,0,0,marketing,intermedio,No
11674,0.93,0.6,3,188,3,0,0,marketing,alto,No
11675,0.95,0.77,5,199,10,1,0,ventas,intermedio,No
11676,0.17,0.61,6,154,10,1,0,ventas,intermedio,No
11677,0.92,0.68,4,138,7,0,0,ventas,intermedio,No
11678,0.64,0.48,3,147,7,0,0,ventas,alto,No
11679,0.27,0.42,6,173,7,0,0,ventas,intermedio,No
11680,0.66,0.87,3,223,7,0,0,ventas,alto,No
11681,0.59,0.69,3,200,3,0,0,ventas,bajo,No
11682,0.93,0.98,4,189,10,0,0,ventas,intermedio,No
11683,0.58,0.67,5,133,10,0,0,tecnico,intermedio,No
11684,0.96,0.6,3,160,10,0,0,soporte,intermedio,No
11685,0.69,0.85,3,153,10,0,0,soporte,intermedio,No
11686,0.41,0.38,4,142,10,1,0,soporte,bajo,No
11687,0.36,0.41,3,167,10,0,0,soporte,bajo,No
11688,0.71,0.78,4,227,2,0,0,soporte,bajo,No
11689,0.94,0.9,4,144,4,0,0,soporte,bajo,No
11690,0.51,0.76,4,140,3,0,0,soporte,bajo,No
11691,0.83,0.48,4,220,3,1,0,soporte,bajo,No
11692,0.22,0.62,3,180,3,0,0,soporte,bajo,No
11693,0.66,0.89,4,173,4,0,0,soporte,bajo,No
11694,0.14,0.58,3,179,5,0,0,soporte,bajo,No
11695,0.16,0.96,5,137,5,1,0,tecnico,bajo,No
11696,0.81,0.78,3,165,3,0,0,tecnico,alto,No
11697,0.73,0.94,3,177,3,0,0,tecnico,bajo,No
11698,0.7,0.58,5,168,3,0,0,gerencia,bajo,No
11699,0.62,0.73,3,245,4,0,0,IT,bajo,No
11700,0.5,0.83,5,258,2,0,0,IT,bajo,No
11701,0.7,0.88,3,159,2,0,0,IT,alto,No
11702,0.53,0.73,3,163,3,1,0,IT,bajo,No
11703,0.87,0.9,3,174,2,0,0,IT,bajo,No
11704,0.59,0.6,3,214,2,1,0,producto,bajo,No
11705,0.94,0.67,4,191,3,1,0,producto,alto,No
11706,0.2,0.53,5,272,5,0,0,producto,bajo,No
11707,0.42,0.44,3,183,2,0,0,producto,intermedio,No
11708,0.43,0.66,4,135,2,0,0,IT,alto,No
11709,0.43,0.76,6,154,2,0,0,gerencia,alto,No
11710,0.77,0.86,5,238,3,0,0,gerencia,alto,No
11711,0.76,0.98,2,235,3,0,0,gerencia,alto,No
11712,0.82,0.9,3,215,4,0,0,gerencia,alto,No
11713,0.75,0.66,5,234,2,0,0,gerencia,alto,No
11714,0.63,0.98,4,187,3,0,0,gerencia,alto,No
11715,0.51,0.75,3,133,3,0,0,ventas,intermedio,No
11716,0.23,0.7,3,123,5,0,0,ventas,intermedio,No
11717,0.77,0.58,4,202,3,0,0,ventas,intermedio,No
11718,0.54,0.63,4,140,3,0,0,ventas,intermedio,No
11719,0.63,0.85,4,182,3,1,0,ventas,alto,No
11720,0.55,0.45,3,179,2,1,0,ventas,bajo,No
11721,0.31,0.63,3,150,3,1,0,ventas,intermedio,No
11722,0.98,0.74,4,151,3,0,0,ventas,intermedio,No
11723,0.16,0.95,6,117,7,0,0,ventas,intermedio,No
11724,0.54,0.78,3,156,7,0,0,ventas,intermedio,No
11725,0.73,0.48,3,211,7,0,0,ventas,intermedio,No
11726,0.16,0.63,6,286,7,0,1,ventas,intermedio,No
11727,0.57,0.82,5,233,7,0,1,ventas,intermedio,No
11728,0.88,0.88,4,222,3,1,1,ventas,intermedio,No
11729,0.95,0.81,4,258,7,0,1,ventas,intermedio,No
11730,0.93,0.7,5,231,7,0,1,ventas,alto,No
11731,0.91,0.58,3,220,7,0,1,ventas,bajo,No
11732,0.77,0.82,4,134,3,0,1,ventas,bajo,No
11733,0.24,0.94,6,141,3,1,0,ventas,bajo,No
11734,0.74,0.74,5,160,3,1,0,ventas,alto,No
11735,0.53,0.59,4,259,3,0,0,ventas,bajo,No
11736,0.89,0.77,5,232,3,0,0,ventas,bajo,No
11737,0.23,0.77,5,272,2,0,0,ventas,bajo,No
11738,0.69,0.66,3,215,6,0,0,ventas,alto,No
11739,0.52,0.72,4,222,3,0,0,ventas,bajo,No
11740,0.9,0.58,3,244,8,0,0,ventas,bajo,No
11741,0.92,0.63,5,224,8,1,0,ventas,bajo,No
11742,0.72,0.59,5,200,8,1,0,ventas,bajo,No
11743,0.92,0.61,4,143,8,0,0,ventas,bajo,No
11744,0.79,0.86,5,238,8,0,0,ventas,bajo,No
11745,0.48,0.89,4,145,3,0,0,ventas,bajo,No
11746,0.27,0.76,4,108,10,0,0,ventas,intermedio,No
11747,0.67,0.49,3,247,10,0,0,ventas,intermedio,No
11748,0.48,0.7,3,213,10,0,0,ventas,intermedio,No
11749,0.99,0.6,4,209,8,1,0,IT,intermedio,No
11750,0.49,0.88,4,240,8,0,0,producto,intermedio,No
11751,0.39,0.45,3,100,8,1,0,producto,intermedio,No
11752,0.99,0.92,4,265,4,1,0,producto,intermedio,No
11753,0.78,0.57,3,209,3,0,0,producto,intermedio,No
11754,0.5,0.73,3,154,10,0,0,IT,intermedio,No
11755,0.61,0.79,5,230,10,0,0,gerencia,alto,No
11756,0.88,0.6,4,208,7,0,1,gerencia,alto,No
11757,0.44,0.44,2,141,7,1,1,gerencia,alto,No
11758,0.73,0.78,3,262,7,1,1,gerencia,alto,No
11759,0.58,0.84,4,206,7,0,1,gerencia,alto,No
11760,0.74,0.98,3,166,3,1,1,gerencia,alto,No
11761,0.32,0.48,4,117,10,0,1,marketing,intermedio,No
11762,0.88,0.83,4,273,10,0,0,ventas,intermedio,No
11763,0.81,0.9,4,270,10,0,0,contabilidad,intermedio,No
11764,0.59,0.92,3,138,10,0,0,soporte,bajo,No
11765,0.79,0.65,3,235,10,0,0,tecnico,bajo,No
11766,0.92,0.64,4,190,10,1,0,gerencia,bajo,No
11767,0.76,0.85,3,192,3,0,0,marketing,bajo,No
11768,0.91,0.65,5,214,3,1,0,marketing,bajo,No
11769,0.8,0.84,4,242,2,1,0,marketing,bajo,No
11770,0.73,0.72,4,233,2,0,0,ventas,bajo,No
11771,0.88,0.53,3,218,4,0,0,ventas,bajo,No
11772,0.65,0.4,5,125,4,0,0,ventas,bajo,No
11773,0.84,0.5,4,178,2,0,0,ventas,bajo,No
11774,0.93,0.5,5,272,3,0,0,ventas,bajo,No
11775,0.64,0.6,3,265,4,0,0,ventas,bajo,No
11776,0.66,0.72,4,271,3,0,0,ventas,bajo,No
11777,0.76,0.56,3,179,3,1,0,ventas,bajo,No
11778,0.34,0.72,3,118,4,0,0,IT,bajo,No
11779,0.48,0.8,4,196,5,0,0,producto,bajo,No
11780,0.79,0.61,4,173,2,0,0,producto,bajo,No
11781,0.82,0.67,4,156,3,0,0,producto,bajo,No
11782,0.51,0.71,2,180,3,0,0,producto,bajo,No
11783,0.84,0.78,4,263,3,0,0,IT,bajo,No
11784,0.66,0.79,5,134,3,0,0,gerencia,alto,No
11785,0.72,0.88,3,189,3,1,0,gerencia,alto,No
11786,0.53,0.91,4,167,4,0,0,gerencia,alto,No
11787,0.81,0.8,5,132,2,1,0,gerencia,alto,No
11788,0.58,0.9,3,209,2,0,0,gerencia,alto,No
11789,0.82,0.56,2,227,5,1,0,gerencia,alto,No
11790,0.72,0.99,4,239,3,0,0,marketing,intermedio,No
11791,0.9,0.54,4,172,4,0,0,ventas,intermedio,No
11792,0.98,0.91,3,188,4,0,0,contabilidad,intermedio,No
11793,0.56,0.74,3,265,3,0,0,soporte,intermedio,No
11794,0.77,0.82,3,153,3,1,0,tecnico,intermedio,No
11795,0.61,0.89,4,242,2,0,0,gerencia,intermedio,No
11796,0.97,0.61,4,262,3,1,1,marketing,intermedio,No
11797,0.64,0.55,3,246,2,0,1,marketing,alto,No
11798,0.99,0.97,4,211,2,0,1,marketing,bajo,No
11799,0.61,0.42,3,145,4,0,1,ventas,intermedio,No
11800,0.72,0.71,4,256,3,0,1,ventas,intermedio,No
11801,0.67,0.91,2,245,2,1,1,ventas,intermedio,No
11802,0.9,0.56,3,151,3,0,0,ventas,intermedio,No
11803,0.9,0.73,4,245,2,0,0,ventas,bajo,No
11804,0.63,0.61,4,171,3,0,0,ventas,bajo,No
11805,0.64,0.88,3,252,2,0,0,ventas,bajo,No
11806,0.44,0.65,3,175,2,0,0,IT,bajo,No
11807,0.64,0.94,4,210,3,0,0,producto,bajo,No
11808,0.65,0.95,2,180,2,0,0,producto,bajo,No
11809,0.69,0.9,5,103,5,0,0,producto,bajo,No
11810,0.93,0.51,4,110,3,0,0,producto,bajo,No
11811,0.73,0.9,5,184,3,0,0,IT,bajo,No
11812,0.83,0.6,4,161,2,0,0,gerencia,alto,No
11813,0.82,0.49,5,210,3,0,0,gerencia,alto,No
11814,0.39,0.91,2,212,2,0,0,gerencia,alto,No
11815,0.53,0.47,6,106,6,0,0,gerencia,alto,No
11816,0.88,0.81,4,179,3,0,0,gerencia,alto,No
11817,0.8,0.6,5,217,3,0,0,gerencia,alto,No
11818,0.68,0.79,4,184,3,0,0,marketing,bajo,No
11819,0.66,0.6,3,210,2,0,0,ventas,bajo,No
11820,0.61,0.61,4,246,2,0,0,contabilidad,bajo,No
11821,0.74,0.55,4,262,3,0,0,soporte,bajo,No
11822,0.61,0.83,4,245,3,1,1,tecnico,bajo,No
11823,0.57,0.99,3,222,3,1,1,gerencia,bajo,No
11824,0.68,0.54,4,146,4,0,1,marketing,intermedio,No
11825,0.75,0.79,4,263,3,0,1,marketing,intermedio,No
11826,0.29,0.57,5,134,2,0,1,marketing,intermedio,No
11827,0.81,0.81,5,250,4,0,1,ventas,intermedio,No
11828,0.53,0.68,4,173,3,0,0,ventas,intermedio,No
11829,0.42,0.96,6,173,3,0,0,ventas,intermedio,No
11830,0.64,0.67,4,252,3,1,0,ventas,intermedio,No
11831,0.63,0.5,2,230,4,0,0,ventas,intermedio,No
11832,0.81,0.81,4,212,2,1,0,ventas,intermedio,No
11833,0.71,0.66,5,187,2,0,0,ventas,intermedio,No
11834,0.7,0.83,5,241,2,0,0,ventas,intermedio,No
11835,0.53,1,3,164,4,0,0,IT,intermedio,No
11836,0.16,0.93,6,218,6,1,0,producto,alto,No
11837,0.17,0.55,4,194,3,0,0,producto,bajo,No
11838,0.7,0.95,3,158,2,0,0,producto,intermedio,No
11839,0.43,0.88,2,149,4,0,0,producto,intermedio,No
11840,0.49,0.62,4,161,2,0,0,IT,intermedio,No
11841,0.5,0.9,5,226,2,0,0,gerencia,alto,No
11842,0.57,0.59,2,111,2,0,0,gerencia,alto,No
11843,0.68,0.75,4,258,3,0,0,gerencia,alto,No
11844,0.62,0.61,3,266,2,0,0,gerencia,alto,No
11845,0.69,0.75,3,253,3,0,0,gerencia,alto,No
11846,0.63,0.7,5,160,3,0,0,gerencia,alto,No
11847,0.76,0.62,5,230,3,1,0,marketing,bajo,No
11848,0.62,0.76,5,198,3,0,0,ventas,bajo,No
11849,0.82,0.69,3,250,3,0,0,contabilidad,bajo,No
11850,0.2,0.7,4,225,5,0,0,soporte,bajo,No
11851,0.16,0.7,3,178,3,1,0,tecnico,bajo,No
11852,0.2,0.78,4,196,3,0,0,gerencia,bajo,No
11853,0.53,0.51,4,240,2,0,0,marketing,bajo,No
11854,0.71,0.63,3,204,3,0,0,marketing,bajo,No
11855,0.7,0.93,3,250,3,0,0,marketing,bajo,No
11856,0.92,0.94,2,224,2,0,0,ventas,bajo,No
11857,0.81,0.92,4,268,3,0,0,ventas,bajo,No
11858,0.79,0.62,5,167,3,0,0,ventas,bajo,No
11859,0.53,0.64,3,168,3,0,0,ventas,bajo,No
11860,0.51,0.56,4,168,2,0,0,ventas,bajo,No
11861,0.78,0.9,5,158,3,0,0,ventas,bajo,No
11862,0.5,0.91,3,240,3,0,0,ventas,bajo,No
11863,0.92,1,4,261,4,0,0,ventas,intermedio,No
11864,0.59,0.54,4,176,2,0,0,tecnico,intermedio,No
11865,0.77,0.55,3,217,3,0,0,soporte,intermedio,No
11866,0.74,0.87,5,224,2,0,0,soporte,intermedio,No
11867,0.67,0.97,4,196,3,0,0,soporte,intermedio,No
11868,0.56,0.59,3,223,3,0,0,soporte,intermedio,No
11869,0.84,0.44,5,131,5,1,0,soporte,intermedio,No
11870,0.53,0.77,2,167,2,0,0,soporte,intermedio,No
11871,0.86,0.71,5,273,3,0,0,soporte,intermedio,No
11872,0.77,0.68,3,98,3,0,0,soporte,intermedio,No
11873,0.97,0.94,4,253,3,0,0,soporte,intermedio,No
11874,0.69,0.87,5,174,3,0,0,soporte,intermedio,No
11875,0.73,0.9,3,274,2,0,0,soporte,alto,No
11876,0.42,0.47,6,174,5,0,0,tecnico,bajo,No
11877,0.4,0.47,5,173,5,0,0,tecnico,intermedio,No
11878,0.33,0.41,2,198,4,0,0,tecnico,intermedio,No
11879,0.68,0.66,3,238,2,0,0,gerencia,intermedio,No
11880,0.78,0.8,3,256,2,0,0,IT,intermedio,No
11881,0.92,0.6,3,179,2,0,0,IT,bajo,No
11882,0.66,0.66,4,273,4,1,0,IT,bajo,No
11883,0.6,0.45,3,104,4,0,0,IT,bajo,No
11884,0.86,0.83,4,208,3,1,0,IT,bajo,No
11885,0.61,0.49,3,275,2,0,0,producto,bajo,No
11886,0.71,0.68,3,231,2,1,0,producto,bajo,No
11887,0.86,0.62,4,186,3,0,0,producto,bajo,No
11888,0.96,0.59,3,241,3,0,0,producto,bajo,No
11889,0.7,0.54,3,194,2,1,0,IT,bajo,No
11890,0.38,0.49,4,196,3,0,1,gerencia,alto,No
11891,0.39,0.75,6,185,3,0,1,gerencia,alto,No
11892,0.49,0.4,2,148,2,1,1,gerencia,alto,No
11893,0.78,0.62,4,150,3,0,1,gerencia,alto,No
11894,0.74,0.79,5,121,5,0,1,gerencia,alto,No
11895,0.82,0.76,4,266,3,0,1,gerencia,alto,No
11896,0.6,0.42,2,109,6,0,0,ventas,bajo,No
11897,0.72,0.99,3,143,4,0,0,ventas,bajo,No
11898,0.73,0.97,3,174,3,0,0,ventas,bajo,No
11899,0.89,0.55,4,159,2,0,0,ventas,intermedio,No
11900,0.74,0.94,4,157,2,0,0,ventas,intermedio,No
11901,0.83,0.57,2,222,2,0,0,ventas,intermedio,No
11902,0.24,0.88,5,199,5,1,0,ventas,intermedio,No
11903,0.93,0.89,3,255,7,1,0,ventas,intermedio,No
11904,0.96,0.62,4,253,7,0,0,ventas,intermedio,No
11905,0.16,0.68,5,149,7,1,0,ventas,intermedio,No
11906,0.21,0.85,6,285,7,0,0,ventas,intermedio,No
11907,0.69,0.54,3,164,7,0,0,ventas,intermedio,No
11908,0.66,0.96,3,243,3,1,0,ventas,intermedio,No
11909,0.67,0.39,2,207,7,0,0,ventas,intermedio,No
11910,0.85,0.58,4,186,7,0,0,ventas,intermedio,No
11911,0.37,0.92,4,211,7,0,0,ventas,alto,No
11912,0.64,0.64,2,190,3,0,0,ventas,bajo,No
11913,0.91,0.82,2,241,3,0,0,ventas,intermedio,No
11914,0.96,0.68,3,206,3,0,0,ventas,intermedio,No
11915,0.74,0.7,4,273,3,0,0,ventas,intermedio,No
11916,0.94,0.99,2,157,3,0,0,ventas,intermedio,No
11917,0.37,0.72,3,183,2,0,0,ventas,bajo,No
11918,0.92,0.85,3,151,6,1,0,ventas,bajo,No
11919,0.86,0.72,3,217,3,0,0,ventas,bajo,No
11920,0.66,0.49,5,235,8,1,0,ventas,bajo,No
11921,0.19,0.61,4,127,8,0,0,ventas,bajo,No
11922,0.65,0.61,5,167,8,0,0,ventas,bajo,No
11923,0.92,0.44,3,260,8,0,0,ventas,bajo,No
11924,0.83,0.8,3,240,8,0,0,ventas,bajo,No
11925,0.94,0.82,4,187,3,0,0,ventas,bajo,No
11926,0.42,0.69,3,126,2,0,0,ventas,bajo,No
11927,0.78,0.53,6,168,3,0,0,ventas,bajo,No
11928,0.58,0.76,4,197,5,0,0,ventas,bajo,No
11929,0.5,0.64,2,170,8,0,0,ventas,bajo,No
11930,0.82,0.76,3,219,8,1,0,IT,bajo,No
11931,0.97,0.92,6,137,8,1,0,producto,bajo,No
11932,0.8,0.93,3,225,4,0,0,producto,bajo,No
11933,0.82,0.84,3,194,3,0,0,producto,bajo,No
11934,0.95,0.99,5,251,4,0,0,producto,bajo,No
11935,0.88,0.51,5,195,4,0,0,IT,bajo,No
11936,0.5,0.86,3,180,7,0,1,gerencia,alto,No
11937,0.53,0.8,2,225,7,1,1,gerencia,alto,No
11938,0.82,0.74,3,229,7,0,1,gerencia,alto,No
11939,0.15,0.74,6,144,7,0,1,gerencia,alto,No
11940,0.92,0.7,3,129,3,0,1,gerencia,alto,No
11941,0.53,0.74,3,172,10,0,1,gerencia,alto,No
11942,0.58,1,4,220,10,0,0,marketing,intermedio,No
11943,0.88,0.74,3,273,10,0,0,ventas,intermedio,No
11944,0.85,0.72,3,245,10,0,0,contabilidad,intermedio,No
11945,0.99,0.68,5,264,10,1,0,soporte,intermedio,No
11946,0.94,0.73,3,268,10,0,0,tecnico,intermedio,No
11947,0.63,0.94,3,172,3,0,0,gerencia,intermedio,No
11948,0.85,0.9,3,245,3,0,0,marketing,intermedio,No
11949,0.95,0.66,5,192,3,0,0,marketing,intermedio,No
11950,0.71,0.66,3,268,4,0,0,marketing,alto,No
11951,0.49,0.88,4,244,3,0,0,ventas,bajo,No
11952,0.71,0.69,4,222,4,0,0,ventas,intermedio,No
11953,0.52,0.62,5,239,2,0,0,ventas,intermedio,No
11954,0.48,0.72,3,143,4,0,0,ventas,intermedio,No
11955,0.82,0.79,3,160,3,0,0,ventas,intermedio,No
11956,0.83,0.76,2,255,7,0,0,ventas,bajo,No
11957,0.85,0.87,4,152,7,0,0,ventas,bajo,No
11958,0.57,0.64,4,226,7,0,0,ventas,bajo,No
11959,0.16,0.63,5,266,7,0,0,IT,bajo,No
11960,0.85,0.64,5,256,7,0,0,producto,bajo,No
11961,0.82,0.67,3,198,3,1,0,producto,bajo,No
11962,0.9,0.89,4,254,7,0,0,producto,bajo,No
11963,0.92,0.64,2,104,7,0,0,producto,bajo,No
11964,0.9,0.48,4,136,7,0,0,IT,bajo,No
11965,0.82,0.8,5,205,3,0,0,IT,bajo,No
11966,0.84,0.81,4,236,3,1,0,IT,bajo,No
11967,0.92,0.65,3,176,3,0,0,IT,bajo,No
11968,0.82,0.82,3,148,3,0,0,IT,bajo,No
11969,0.8,0.8,4,146,3,1,0,IT,bajo,No
11970,0.6,0.85,3,242,2,0,0,IT,bajo,No
11971,0.14,0.38,5,115,6,1,0,marketing,alto,No
11972,0.85,0.89,4,150,3,0,0,contabilidad,alto,No
11973,0.55,0.81,3,239,8,0,0,contabilidad,alto,No
11974,0.49,0.71,4,178,8,0,0,IT,intermedio,No
11975,0.82,0.58,5,263,8,0,0,IT,intermedio,No
11976,0.59,0.77,3,272,8,0,0,gerencia,alto,No
11977,0.9,0.82,3,133,8,0,0,marketing,intermedio,No
11978,0.62,0.72,3,149,3,1,0,marketing,intermedio,No
11979,0.61,0.68,3,193,2,0,0,marketing,intermedio,No
11980,0.52,0.55,5,174,3,1,0,ventas,intermedio,No
11981,0.79,0.87,4,223,5,0,0,ventas,intermedio,No
11982,0.49,0.89,4,201,8,0,0,ventas,intermedio,No
11983,0.73,0.67,2,139,8,0,0,ventas,intermedio,No
11984,0.67,0.49,5,241,8,0,0,ventas,intermedio,No
11985,0.52,0.61,4,187,4,1,0,ventas,intermedio,No
11986,0.72,0.64,4,192,3,0,0,ventas,intermedio,No
11987,0.48,0.5,5,142,4,0,0,IT,intermedio,No
11988,0.19,0.79,4,229,4,0,0,producto,intermedio,No
11989,0.49,0.49,3,104,7,0,0,producto,alto,No
11990,0.9,0.76,3,255,7,0,0,producto,bajo,No
11991,0.49,0.49,4,212,7,0,0,producto,intermedio,No
11992,0.6,0.53,2,235,7,0,0,IT,intermedio,No
11993,0.62,0.85,3,237,3,1,0,IT,intermedio,No
11994,0.64,0.5,4,253,10,0,1,gerencia,alto,No
11995,0.22,0.94,3,193,10,0,1,gerencia,alto,No
11996,0.9,0.55,3,259,10,1,1,gerencia,alto,No
11997,0.74,0.95,5,266,10,0,1,gerencia,alto,No
11998,0.85,0.54,3,185,10,0,1,gerencia,alto,No
11999,0.33,0.65,3,172,10,0,1,marketing,alto,No
12000,0.5,0.73,4,180,3,0,0,IT,bajo,No
12001,0.38,0.53,2,157,3,0,0,ventas,bajo,Si
12002,0.8,0.86,5,262,6,0,0,ventas,intermedio,Si
12003,0.11,0.88,7,272,4,0,0,ventas,intermedio,Si
12004,0.72,0.87,5,223,5,0,0,ventas,bajo,Si
12005,0.37,0.52,2,159,3,0,0,ventas,bajo,Si
12006,0.41,0.5,2,153,3,0,0,ventas,bajo,Si
12007,0.1,0.77,6,247,4,0,0,ventas,bajo,Si
12008,0.92,0.85,5,259,5,0,0,ventas,bajo,Si
12009,0.89,1,5,224,5,0,0,ventas,bajo,Si
12010,0.42,0.53,2,142,3,0,0,ventas,bajo,Si
12011,0.45,0.54,2,135,3,0,0,ventas,bajo,Si
12012,0.11,0.81,6,305,4,0,0,ventas,bajo,Si
12013,0.84,0.92,4,234,5,0,0,ventas,bajo,Si
12014,0.41,0.55,2,148,3,0,0,ventas,bajo,Si
12015,0.36,0.56,2,137,3,0,0,ventas,bajo,Si
12016,0.38,0.54,2,143,3,0,0,ventas,bajo,Si
12017,0.45,0.47,2,160,3,0,0,ventas,bajo,Si
12018,0.78,0.99,4,255,6,0,0,ventas,bajo,Si
12019,0.45,0.51,2,160,3,1,1,ventas,bajo,Si
12020,0.76,0.89,5,262,5,0,0,ventas,bajo,Si
12021,0.11,0.83,6,282,4,0,0,ventas,bajo,Si
12022,0.38,0.55,2,147,3,0,0,ventas,bajo,Si
12023,0.09,0.95,6,304,4,0,0,ventas,bajo,Si
12024,0.46,0.57,2,139,3,0,0,ventas,bajo,Si
12025,0.4,0.53,2,158,3,0,0,ventas,bajo,Si
12026,0.89,0.92,5,242,5,0,0,ventas,bajo,Si
12027,0.82,0.87,4,239,5,0,0,ventas,bajo,Si
12028,0.4,0.49,2,135,3,0,0,ventas,bajo,Si
12029,0.41,0.46,2,128,3,0,0,contabilidad,bajo,Si
12030,0.38,0.5,2,132,3,0,0,contabilidad,bajo,Si
12031,0.09,0.62,6,294,4,0,0,contabilidad,bajo,Si
12032,0.45,0.57,2,134,3,0,0,recursos_humanos,bajo,Si
12033,0.4,0.51,2,145,3,0,0,recursos_humanos,bajo,Si
12034,0.45,0.55,2,140,3,0,0,recursos_humanos,bajo,Si
12035,0.84,0.87,4,246,6,0,0,recursos_humanos,bajo,Si
12036,0.1,0.94,6,255,4,0,0,tecnico,bajo,Si
12037,0.38,0.46,2,137,3,0,0,tecnico,bajo,Si
12038,0.45,0.5,2,126,3,0,0,tecnico,bajo,Si
12039,0.11,0.89,6,306,4,0,0,tecnico,bajo,Si
12040,0.41,0.54,2,152,3,0,0,tecnico,bajo,Si
12041,0.87,0.88,5,269,5,0,0,tecnico,bajo,Si
12042,0.45,0.48,2,158,3,0,0,tecnico,bajo,Si
12043,0.4,0.46,2,127,3,0,0,tecnico,bajo,Si
12044,0.1,0.8,7,281,4,0,0,tecnico,bajo,Si
12045,0.09,0.89,6,276,4,0,0,tecnico,bajo,Si
12046,0.84,0.74,3,182,4,0,0,tecnico,bajo,Si
12047,0.4,0.55,2,147,3,0,0,soporte,bajo,Si
12048,0.57,0.7,3,273,6,0,0,soporte,bajo,Si
12049,0.4,0.54,2,148,3,0,0,soporte,bajo,Si
12050,0.43,0.47,2,147,3,0,0,soporte,bajo,Si
12051,0.13,0.78,6,152,2,0,0,soporte,bajo,Si
12052,0.44,0.55,2,135,3,0,0,soporte,bajo,Si
12053,0.38,0.55,2,134,3,0,0,soporte,bajo,Si
12054,0.39,0.54,2,132,3,0,0,soporte,bajo,Si
12055,0.1,0.92,7,307,4,0,0,soporte,bajo,Si
12056,0.37,0.46,2,140,3,0,0,soporte,bajo,Si
12057,0.11,0.94,7,255,4,0,0,soporte,bajo,Si
12058,0.1,0.81,6,309,4,0,0,tecnico,bajo,Si
12059,0.38,0.54,2,128,3,0,0,tecnico,bajo,Si
12060,0.85,1,4,225,5,0,0,tecnico,bajo,Si
12061,0.85,0.91,5,226,5,0,0,gerencia,intermedio,Si
12062,0.11,0.93,7,308,4,0,0,IT,intermedio,Si
12063,0.1,0.95,6,244,5,0,0,IT,intermedio,Si
12064,0.36,0.56,2,132,3,0,0,IT,intermedio,Si
12065,0.11,0.94,6,286,4,0,0,IT,intermedio,Si
12066,0.81,0.7,6,161,4,0,0,IT,intermedio,Si
